category,hub,business,rating,review_count,phone,website,address,review_snippet
Trash valet garbage removal,Mount Pocono PA,That's Gotta Go LLC,4.5,13,(570) 580-8505,http://www.thatsgottago.com,205 PA-196,My dumpster arrived as they said even the driver was pleasant and helpful.
Trash valet garbage removal,Mount Pocono PA,Junk Your Trash Demolition Services,5.0,31,(570) 350-0944,http://1800gotjunk.com,7490 Cottage Ln,Called the morning of they came out the same day and got the job done.
Trash valet garbage removal,Jim Thorpe PA,Freedom Sanitation LLC,4.7,85,(610) 866-8380,http://freedomsanitation.com,,Very happy with them for my residential trash service.
Trash valet garbage removal,Jim Thorpe PA,Prestige Disposal,4.9,332,(484) 658-3333,http://www.prestigedisposalnepa.com,8 AM Mon   (484) 658-3333,Very consistent and easy trash pickup at an affordable price.
Trash valet garbage removal,Jim Thorpe PA,Randy's Trash,4.0,112,(484) 926-6500,http://randystrash.com,7 AM Mon   (484) 926-6500,My driver always picks our trash up on time!
Trash valet garbage removal,Jim Thorpe PA,Clean-ya-junk Hauling,5.0,59,(570) 350-3107,http://www.aaarousse.com/Junk_Removal_Jim_Thorpe_Pennsylvania.html,12 AM Mon   (570) 350-3107,Did a very a nice job in removing junk and extra items .
Trash valet garbage removal,Jim Thorpe PA,J&S Disposal Service,4.3,49,(610) 866-2430,http://jsdumpsters.com/dumpster-rental-jim-thorpe-pa/,613 Main St,This is a company I will be using whenever we need a dumpster unit.
Trash valet garbage removal,Milford PA,Absolute Trash PA - Trash Valet Service,5.0,2,(215) 690-1379,http://absolutetrashpa.com,24 hours   (215) 690-1379,Absolute trash keep up the good work!!
Trash valet garbage removal,Milford PA,Bin Pals - Valet Trash Service New Jersey,5.0,10,(732) 558-2439,http://binpals.net/valet-trash-new-jersey/,7 PM   (732) 558-2439,Super helpful bin to curb service while I was away from home!
Trash valet garbage removal,Milford PA,Trash Grabbers LLC,5.0,1,(484) 284-0594,http://www.trash-grabbers.com/services,9 PM   (484) 284-0594,
Trash valet garbage removal,Milford PA,Yard Valet,,,(484) 350-4772,http://www.milfordboro.org,9 AM Mon   (484) 350-4772,
Trash valet garbage removal,Hawley PA,Carl's Dumpsters and Hauling,4.9,132,(570) 212-0573,http://www.carlsdumpstersandhauling.com,2064 Easton Turnpike,
Trash valet garbage removal,Hawley PA,Bunnell Waste Removal,4.3,34,(570) 253-5082,http://bunnellwasteremoval.com/index.html,267 Tryon St,Great place to get your garbage removed or dumpster rental.
Trash valet garbage removal,Hawley PA,Casella Waste Systems,2.2,248,(570) 685-7000,http://www.casella.com,17 Industrial Park Rd,they picked up my recycling and left behind my garbage.
Trash valet garbage removal,Lehighton PA,Trash Tacklers,5.0,59,(484) 309-5484,http://www.thetrashtacklers.org/contact-us,6 PM   (484) 309-5484,Eddie and his crew did an amazing job clearing out all the trash in my yard.
Trash valet garbage removal,Lehighton PA,Clark Sterner Sanitation,4.6,33,(484) 262-0355,http://www.chamberofcommerce.com/business-directory/pennsylvania/allentown/garbage-collection-service/2015202896-clark-sterner-sanitation,6167 Opossum Ln,"Efficient , they go above and beyond to assist you with your garbage pails ."
Trash valet garbage removal,Honesdale PA,BS Junk Removal,5.0,87,(570) 229-6932,http://1800gotjunk.com,8 PM   (570) 229-6932,They are super affordable and got the job done in a matter of minutes!
Trash valet garbage removal,Blakeslee PA,"Whitetail Disposal, Inc.",4.3,416,(610) 754-0103,http://monroecountypa.com/directory/whitetail-disposal-inc,2690 Howertown Rd #1,"From drop off of the bins to weekly service, they are always great."
Trash valet garbage removal,Saylorsburg PA,Albanese Cleanouts & Container Service,4.4,14,(610) 381-6909,http://www.albanesecleanouts.com/service,523 Meixsell Valley Rd,Absolute best deal in the Poconos for a dumpster.
Trash valet garbage removal,Tannersville PA,"Debris Valet, LLC",5.0,1,(267) 377-7417,http://www.debrisvaletllc.com,24 hours   (267) 377-7417,
Trash valet garbage removal,Tannersville PA,Solid Rock Valet Trash Removal,,,(856) 294-8689,http://www.republicservices.com/locations/pennsylvania/tannersville-trash-pickup-and-recycling,24 hours   (856) 294-8689,
Trash valet garbage removal,Tannersville PA,Republic Services Allentown Recycling,1.9,92,(610) 432-7574,http://www.republicservices.com/locations/pennsylvania/allentown-trash-pickup-and-recycling,1200 N Irving St,
Trash valet garbage removal,Pocono Lake PA,National Waste Disposal Inc,5.0,6,(484) 408-7350,http://nwdisposal.com,488 Sullivan Trail,Great customer service and trash pick-up
Trash valet garbage removal,Camelback Resort Tannersville PA,"Quality Waste Services, LLC",,,(610) 349-6630,http://www.chamberofcommerce.com/business-directory/pennsylvania/riegelsville/garbage-collection-service/2030445933-quality-waste-services-llc,907 Edgewood Rd,
Trash valet garbage removal,Blue Mountain Ski Area Palmerton PA,Blue Mountain Resort,4.3,,(610) 826-7700,http://www.skibluemt.com,1660 Blue Mountain Dr,The garbage bins were clean and the campfires were nice and organized.
Trash valet garbage removal,Blue Mountain Ski Area Palmerton PA,Blue Dumpsters Inc,5.0,875,(215) 999-2583,http://www.bluedumpstersinc.com,750 Lumber St,Drop off and pick up of the dumpster were done in exactly the time promised.
Trash valet garbage removal,Resica Falls PA,"Reiss Hauling & Recycling, Inc.",2.8,44,(610) 346-7535,http://www.reisshauling.com,1154 Passer Rd,Unlike some of the other carriers that pick up trash.
Trash valet garbage removal,Hemlock Farms Hawley PA,Hemlock Farms Community Association Public Works,4.9,25,(570) 775-7559,http://www.hemlockfarms.org/public-works,10 AM   (570) 775-7559,
Trash valet garbage removal,Hemlock Farms Hawley PA,East Penn Sanitation Inc,3.5,60,(610) 759-6398,http://www.eastpennsanitation.com,4687 Hanoverville Road C,I have been using their services for many years.
Trash valet garbage removal,Pocono Ranch Lands East Stroudsburg PA,Pocono Ranchlands,4.3,97,(570) 828-2326,http://pikepa.net/pocono-ranch-lands,112 Ranchlands,"Good place to live, but HOA fees are growing every year."
Trash valet garbage removal,Indian Mountain Lake Lehighton PA,Anytime junk removal,5.0,93,(610) 570-8394,http://local.yahoo.com/info-213834473-anytime-junk-removal-lehighton/,24 hours   (610) 570-8394,"The day of removal he was prompt, quick, kind and professional."
Chimney sweep and fireplace service,Stroudsburg PA,Detrick's Chimney Services,4.5,43,(570) 402-0945,http://dschimneys.com,,Steve’s professionalism is first rate!
Chimney sweep and fireplace service,Stroudsburg PA,SAFE Chimney Service,4.8,85,(908) 736-6225,http://safechimneyservice.com,1530 Penn Forest Ln,Very good communication and the service was very thorough.
Chimney sweep and fireplace service,Stroudsburg PA,"ProSweep Chimney & Fireplace, LLC",4.8,183,(570) 431-9478,http://localmaidquotes.com,9 AM Mon   (570) 431-9478,"The chimney technician was very professional, courteous and knowledgeable."
Chimney sweep and fireplace service,Stroudsburg PA,"R&B Chimney Services, LLC",5.0,11,(570) 659-6605,http://randbchimney.com,204 Circle Dr,Our fireplace is working better than ever now thanks to R&B!
Chimney sweep and fireplace service,Stroudsburg PA,Integrity Chimney Service,4.9,689,(570) 215-8726,http://integritychimneyservice.com,376 Sawmill Rd,He worked clean and left our fireplace ready for use.
Chimney sweep and fireplace service,Stroudsburg PA,"ReviewSent (ChimCare Services East Stroudsburg, PA)",5.0,2,(570) 318-7566,http://www.chimcare.com,26 Independence Rd #5,
Chimney sweep and fireplace service,East Stroudsburg PA,falcon chimney services,,,(570) 242-0512,http://localmaidquotes.com,2447 Chipperfield Dr,
Chimney sweep and fireplace service,East Stroudsburg PA,"Doctor Chimney, LLC",3.1,17,(570) 273-0925,http://www.chamberofcommerce.com/business-directory/pennsylvania/east-stroudsburg/chimney-sweep/2011570668-doctor-chimney-llc,3 PM   (570) 273-0925,Him and his helper were able to fix the top of the chimney and swept it.
Chimney sweep and fireplace service,Mount Pocono PA,Spring Hill Chimney Service,4.5,48,(800) 731-7079,http://localmaidquotes.com,8 AM Mon   (800) 731-7079,
Chimney sweep and fireplace service,Jim Thorpe PA,Mauch Chunk Chimney Sweeps LLC,4.8,61,(570) 325-4240,http://www.allbiz.com/business/mauch-chunk-chimney-sweeps-llc-570-325-4240,4 White Ln,Did a nice job and left no mess behind.
Chimney sweep and fireplace service,Jim Thorpe PA,"Giovanni Woodstove cleaning and Chimney proper services in Lehighton, PA",5.0,2,(610) 200-1638,http://localmaidquotes.com,332 S 2nd St,Their very dependable when it comes in this kind of services.
Chimney sweep and fireplace service,Milford PA,"Ace Chimney, Fireplace & Outdoor Living Milford",5.0,1,(908) 650-6046,http://acechimneyfireplace.com,97 Crab Apple Hill Rd,
Chimney sweep and fireplace service,Milford PA,Jim Creegan - Certified Chimney Sweep,2.9,35,(800) 347-9337,http://www.jimcreeganchimneysweep.com,8 PM   (800) 347-9337,
Chimney sweep and fireplace service,Milford PA,Adonai Chimney Sweeps,4.8,21,(570) 491-2446,http://www.bestprosintown.com/pa/matamoras/adonai-chimney-sweeps-/,504 Ninth Street Ex,He came to look at my fireplace right away.
Chimney sweep and fireplace service,Milford PA,"American Chimney Sweeps & Masons, LLC",4.6,9,(570) 491-7432,http://americasbestchimney.net/pa/milford/,184 Tulip St,He has done many things from chimney repointing inside and out.
Chimney sweep and fireplace service,Hawley PA,Complete Chimney Service,5.0,60,(570) 282-9908,http://www.completechimney.net,147 T-505,
Chimney sweep and fireplace service,Tobyhanna PA,J&J chimney services,4.9,119,(570) 540-4755,http://autonomouswebsites.net/jnj2/,24 hours   (570) 540-4755,took great care of my chimney and cleaned everything before he left.
Chimney sweep and fireplace service,Honesdale PA,A1 AFFORDABLE CHIMNEY PENNSYLVANIA,4.9,69,(570) 282-2122,http://www.a-1chimney.com,1 AFFORDABLE CHIMNEY PENNSYLVANIA,"Super friendly guys, on time, clean efficient work, good prices."
Chimney sweep and fireplace service,Honesdale PA,The Fireplace Store,4.7,55,(570) 253-7358,http://www.chamberofcommerce.com/united-states/pennsylvania/honesdale/fireplace-store/2007137656-the-fireplace-store,96 Dunn Rd,
Chimney sweep and fireplace service,Honesdale PA,Woody's Fireplace Inc,4.4,68,(570) 253-9500,http://woodysfireplace.com,7 Woodys Pl,
Chimney sweep and fireplace service,Blakeslee PA,"D&S Chimney Sweep, LLC",4.7,39,(570) 402-0945,http://dschimneys.com,10 AM Mon   (570) 402-0945,"The job was done excellently — clean, professional, and at a fair price."
Chimney sweep and fireplace service,Blakeslee PA,"S & T Coombe, Inc",3.8,84,(570) 646-8254,http://stcoombe.com,179 PA-940,Did an outstanding job cleaning and keeping it operational.
Chimney sweep and fireplace service,Saylorsburg PA,keystone chimney,4.5,8,(215) 946-7821,http://www.findglocal.com/US/Saylorsburg/743278379164661/Keystone-Chimney,327 Shady Oaks Dr W,Jay came out to clean my mothers chimney and he was great and fairly priced
Chimney sweep and fireplace service,Saylorsburg PA,Clean Sweep,4.8,59,(610) 867-2631,http://www.cleansweep.ws,3218 Cherryville Rd,We highly recommend Clean Sweep for any chimney and fireplace needs.
Chimney sweep and fireplace service,Bartonsville PA,Lehigh Valley Chimney,4.8,324,(610) 224-9333,http://lehighvalleychimney.com,912 N Lumber St,They did 2 half a double chimney's and they did an excellent job.
Chimney sweep and fireplace service,Lake Wallenpaupack PA,Mike's Chimney Sweep & Repair,4.9,40,(570) 362-3551,http://www.homeadvisor.com/rated.Mikeschimneysweeprepair.134833598.html,9 AM Mon   (570) 362-3551,"... professional, knowledgeable, funny, personable and clean!"
Chimney sweep and fireplace service,Arrowhead Lake Albrightsville PA,United Home Services,4.5,109,(484) 661-6778,http://arrowheadlakepa.net,382 Long Lane Rd,"The service technician was professional, experienced and very considerate."
Chimney sweep and fireplace service,Bushkill Falls PA,"Fireplace and Chimney Professionals, LLC",5.0,257,(610) 847-2530,http://fcpros.com,4345 Durham Rd,
Chimney sweep and fireplace service,Bushkill Falls PA,"TA Chimney Inspection & Chimney Cleaning Services , PA",4.6,14,(610) 450-3379,http://localmaidquotes.com,3286 Easton Ave,"Booking was easy, and their chimney sweep prices were fair and competitive."
Chimney sweep and fireplace service,Shawnee on Delaware PA,Smokepipe Chimney Techs LLC,5.0,141,(267) 382-3188,http://smokepipechimney.com,117 Ridge Rd,
Chimney sweep and fireplace service,Blue Mountain Ski Area Palmerton PA,"SmokeyErase Experts Chimney & Fireplace Care in,",,,(610) 817-3508,http://www.dexknows.com/kutztown-pa/bp/blue-mountain-chimney-sweep-7148240,767 Franklin Ave,
Chimney sweep and fireplace service,Saw Creek Estates Bushkill PA,"""A"" Sweeping Beauty Chimney Professionals",5.0,1,(570) 422-6975,http://localmaidquotes.com,5 PM   (570) 422-6975,A A Have been using A Sweeping Beauty for several years now.
Chimney sweep and fireplace service,Hemlock Farms Hawley PA,Evergreen Chimney & Home Improvement,2.9,20,(570) 257-4635,http://www.localmint.com/us/evergreen-chimney-inc-hawley-hours-985105,10 AM Mon   (570) 257-4635,Did I mention I called today and he came today great ppl extremely 👍 nice.
Chimney sweep and fireplace service,Indian Mountain Lake Lehighton PA,Clean Sweep Chimney Service,4.9,276,(570) 677-6534,http://www.cleansweep.ws,10 Kelshaw St,
Septic pumping and inspection,Stroudsburg PA,De-Clog Plumbing Sewer-N-Drain,4.6,59,(570) 421-5525,http://www.chamberofcommerce.com/business-directory/pennsylvania/stroudsburg/plumber/2003444637-de-clog-plumbing-sewer-n-drain,12 AM   (570) 421-5525,They were cheaper than a lot of other places and fixed the problem fast.
Septic pumping and inspection,Stroudsburg PA,Jeff Singer Septic Service,4.6,11,(570) 236-8171,http://www.2findlocal.com/b/12884031/jeff-singer-septic-service-stroudsburg-pa,132 Sawmill Rd,Made an appointment to which he showed up promptly and did a great job.
Septic pumping and inspection,Stroudsburg PA,Allstate Septic Systems,4.4,16,(570) 421-1156,http://www.allstateseptic.com,12 AM   (570) 421-1156,I did so and it helped without needing the emergency pumping.
Septic pumping and inspection,Stroudsburg PA,"Eric Bell's Septic Systems, Inc.",4.1,30,(570) 476-4053,http://www.ericbellseptic.com,600 Sunset Rd,He came out after dark and got my system temporarily up and running again.
Septic pumping and inspection,Stroudsburg PA,Borger Septic Inc,4.8,298,(570) 992-7502,http://www.borgersepticservice.com,"1
Open 24 hours   (570) 992-7502","Borger Septic is professional, does excellent work, and is efficient."
Septic pumping and inspection,Stroudsburg PA,Rob Moore & Son Septic Service LLC,5.0,40,(570) 977-3533,http://mooresepticservice.com,24 hours   (570) 977-3533,These guys came out on a Sunday immediately.
Septic pumping and inspection,East Stroudsburg PA,"Eco American Pump & Plumbing, Inc.",3.6,40,(570) 588-2960,http://ecoamericanpumpinc.net,200 Airstrip Rd,
Septic pumping and inspection,Mount Pocono PA,Gotta Go Septic,4.1,115,(570) 894-8690,http://gottagopotties.com/septic-services/,205 PA-196,Driver explained what he was doing and how my tanks work .
Septic pumping and inspection,Mount Pocono PA,American Pump Service,4.9,341,(570) 236-3056,http://www.americanpumpservices.com,24 hours   (570) 236-3056,Showed up the next to inspect my septic and fixed it the following day.
Septic pumping and inspection,Mount Pocono PA,Ingrassia Excavating Inc. and Dumpster Rentals,4.9,37,(570) 656-1356,http://sourgum.com,174 Montanesca Rd,Everything was inspected and approved by the township inspector immediately.
Septic pumping and inspection,Jim Thorpe PA,George's Sewer & Drain Cleaning,4.6,31,(610) 377-1971,http://georgessewer.com,371 Knoll Dr,Marvin & his guy came out and was able to quickly diagnose the problem.
Septic pumping and inspection,Jim Thorpe PA,Kuhns Septic & Excavating,5.0,2,(610) 379-0410,http://kuhnssepticandexcavating.com,585 Elm St,
Septic pumping and inspection,Jim Thorpe PA,Blue Ridge Sanitary Services,3.9,7,(610) 703-7652,http://blueridgesanitary.com,8950 Reservoir Rd,
Septic pumping and inspection,Jim Thorpe PA,Barbosa Sewer and Drain,4.7,42,(610) 681-6264,http://barbosasepticservices.com/contact/,7490 Interchange Rd,The technician that serviced the septic was very nice and did a great job.
Septic pumping and inspection,Milford PA,"Tri-State Septic and Drain Cleaning, Pike County Excavating LLC",5.0,55,(570) 409-2298,http://www.tristatessepticandsewer.com/about,133 School House Dr,Helped me figure out and understand my septic system and issues.
Septic pumping and inspection,Milford PA,Septic Medic,4.2,36,(570) 828-7444,http://www.asepticmedic.com/service,123 Johnny Bee Rd,"They came very quickly, did everything professionally and efficiently."
Septic pumping and inspection,Milford PA,M&S Septic Services,4.2,67,(570) 491-2829,http://mssepticservices.com/ms-fav/,24 hours   (570) 491-2829,"Their crew is highly skilled and efficient, very pleasant."
Septic pumping and inspection,Milford PA,River Valley Septic,5.0,100,(610) 749-2001,http://www.rivervalleyseptic.com,504 Easton Rd,Easy to schedule the clean out and the technician was very knowledgeable.
Septic pumping and inspection,Milford PA,Cds Septic Services,5.0,8,(570) 491-5300,http://www.chamberofcommerce.com/united-states/pennsylvania/matamoras/septic-system-service/26721022-cds-septic-services,120 Berger Rd,For whatever septic problem may come your way Cliff is there!
Septic pumping and inspection,Milford PA,Royal Flush Septic Services,5.0,25,(570) 618-7548,http://www.bizapedia.com/pa/royal-flush-septic-services-llc.html,24 hours   (570) 618-7548,"His work was thorough, efficient, and his pricing was more than fair."
Septic pumping and inspection,Hawley PA,"Koberlein, A Wind River Company",4.9,658,(570) 671-2940,http://www.wrenvironmental.com/nepa-catskills-region/,188 Beach Lake Hwy,Mike Niper inspected our septic system and he was excellent.
Septic pumping and inspection,Hawley PA,"Fenkner Septic, A Wind River Company",4.7,14,(570) 799-9658,http://www.wrenvironmental.com/monroe-county/about-us/,132 Shiny Mountain Rd,Definitely will be using Fenkner Septic in the future.
Septic pumping and inspection,Hawley PA,Avalanche Septic Services LLC,4.5,125,(570) 795-7088,http://www.avalancheseptic.com,501 Hamlin Hwy Ste D,"The techs that came out were knowledgeable, professional and friendly."
Septic pumping and inspection,Hawley PA,Triple J Services,5.0,58,(845) 750-5222,http://triplejservices.tech,1319 Purdytown Turnpike,Prices are fair and work is pristine!!
Septic pumping and inspection,Hawley PA,ABS Septic,4.7,40,(570) 955-6698,http://abssepticpa.com,24 hours   (570) 955-6698,"ABS Septic is fast, reliable, affordable and honest..."
Septic pumping and inspection,Lehighton PA,Sell's Septic Service,3.3,14,(610) 767-0901,http://www.superpages.com/nationwide/bpp/sells-septic-service-560209491,1020 Woodland Dr,
Septic pumping and inspection,Lehighton PA,Amey's Clean Rite,4.6,9,(610) 767-4313,http://www.ameyscleanriteseptic.com,4447 W Mountain View Dr,
Septic pumping and inspection,Lehighton PA,Kratzer Septic Service,4.9,334,(610) 837-1291,http://kratzerseptic.com,30 AM Mon   (610) 837-1291,Tony was very professional and thoroughly explained my septic system to me.
Septic pumping and inspection,Lehighton PA,Biros Septic & Drain Cleaning,4.6,10,(570) 668-4703,http://www.birosseptic.com,,
Septic pumping and inspection,Honesdale PA,J. Schwartz Septic Services Inc,5.0,36,(570) 470-2327,http://www.schwartzseptic.com,24 hours   (570) 470-2327,"... showed up early, did a thorough inspection and emptied our septic."
Septic pumping and inspection,Honesdale PA,Butlers Septic Services,4.1,49,(570) 689-2952,http://www.septic.com/septic-services/pennsylvania/jefferson-township/butlers-septic-services/,100 Homers Pl,... out on a weekend during a rain storm to evaluate our septic issue.
Septic pumping and inspection,Blakeslee PA,"Magnus Mechanical Well, Grinder & Septic Service",5.0,346,(570) 664-0747,http://www.magnus-mechanical.com,2855 Allegheny Dr,They came and assessed the issues with our well.
Septic pumping and inspection,Blakeslee PA,"Extreme Home Services, LLC",5.0,12,(570) 578-7049,http://www.extreme-homeservices.com,4 Sunshine Dr,"They did everything I asked, and quickly found the leak and fixed it."
Septic pumping and inspection,Lake Ariel PA,William Elston Septic Tanks,4.3,17,(570) 689-2203,http://septictankpro.com/business/elston-william-septic-tanks-pa-26018103/,481 Cortez Rd,
Septic pumping and inspection,Saylorsburg PA,Ecke Septic Service,4.4,8,(570) 992-8265,http://www.superpages.com/saylorsburg-pa/bpp/ecke-septic-service-535603330,108 Ecke Ln,
Septic pumping and inspection,Bushkill Falls PA,Superior Septic,4.8,22,(908) 387-0333,http://www.superior-septic.net,12 Fox Farm Rd,
Septic pumping and inspection,Shawnee on Delaware PA,"Delaware Valley Septic, Sewer & Storm",4.9,431,(610) 471-4770,http://www.delvalseptics.com,504 Eagle Rd Ste B,Jim came out yesterday and did an inspection on my septic system.
Septic pumping and inspection,Resica Falls PA,Septix,4.9,75,(610) 703-2634,http://septix.com,455 Texas Rd,
Septic pumping and inspection,Pocono Ranch Lands East Stroudsburg PA,Pocono Well & Pump Service,4.6,101,(570) 243-1679,http://poconowellandpump.com,2511 Clearview Ave,"The guys were knowledgeable, efficient and did a great job."
Septic pumping and inspection,Hideout Lake Ariel PA,Sonlight Services LLC,5.0,,(717) 936-9248,http://sonlightservices.com,54 Midway Rd,Would recommend this company for septic cleanout and inspection
Septic pumping and inspection,Hideout Lake Ariel PA,D&R Septic Service,5.0,11,(973) 390-6763,http://drsepticservices.com,7 AM Mon   (973) 390-6763,The next day they came out pumped my septic.
Window cleaning and power washing,Stroudsburg PA,Ed's Pressure Washing,4.7,104,(570) 977-5022,http://www.edspressurewashing.com,6071 Cherry Valley Rd,They do excellent work and the nicest people too meet!!!
Window cleaning and power washing,Stroudsburg PA,Nui's Power Wash,5.0,61,(570) 242-5288,http://nuispowerwash.com,2115 White Oaks Terrace,
Window cleaning and power washing,Stroudsburg PA,Window Genie of Poconos,4.9,204,(570) 203-1021,http://www.windowgenie.com/locations/pennsylvania/poconos/contact-us/,24 hours   (570) 203-1021,I’m extremely happy with the power washing and window cleaning.
Window cleaning and power washing,Stroudsburg PA,East Stroudsburg Power Washing and Roof Washing,5.0,5,(570) 426-0327,http://www.poconoroofclean.com/about-us,8 AM Mon   (570) 426-0327,
Window cleaning and power washing,Stroudsburg PA,Capps Power Washing,5.0,42,(908) 848-7133,http://cappspowerwashing.com/stroudsburg-pa/,24 hours   (908) 848-7133,
Window cleaning and power washing,Stroudsburg PA,Wash,5.0,210,(484) 246-8567,http://www.stroudsburgboro.com/sbpa/,610 S 14th St,I recommend this company for power washing and window cleaning.
Window cleaning and power washing,East Stroudsburg PA,GreenGo Property Services,5.0,36,(570) 994-5884,http://www.greengoproservice.com,4415 Woodside Dr,I highly recommend Eric for any power washing and roof cleaning needs.
Window cleaning and power washing,Mount Pocono PA,Soft Wash Exteriors of Pocono Lake,5.0,51,(570) 599-1877,http://www.softwashpoconos.com,173 Tommy's Ln,
Window cleaning and power washing,Mount Pocono PA,Mist A Spot! Pressure Washing!,5.0,36,(570) 534-0488,http://www.mistaspotpressurewashing.com,24 hours   (570) 534-0488,House looks like NEW.
Window cleaning and power washing,Jim Thorpe PA,Exterior Cleaning Pros,5.0,65,(570) 952-4668,http://www.exteriorcleaningpros.com,44 Wertman Rd,I highly recommend him for your exterior cleaning needs.
Window cleaning and power washing,Milford PA,HydroBrite Power Washing & Exterior Cleaning,5.0,165,(215) 444-3531,http://hydrobritepa.com,24 hours   (215) 444-3531,"Not only was the power washing done well, the customer service is excellent!"
Window cleaning and power washing,Milford PA,Refresh Power Washing,4.8,94,(484) 892-9831,http://refreshwashingpa.com,284 Nazareth Pike,The team did an amazing job power washing the exterior of our home.
Window cleaning and power washing,Milford PA,A&M Spotless,4.9,46,(484) 255-4478,http://www.amspotless.com/near-me,1720 Callone Ave,Very reliable and efficient power wash company.
Window cleaning and power washing,Milford PA,"Dapper Home Services, LLC",5.0,123,(908) 590-6795,http://dapperwash.com,8 AM Mon   (908) 590-6795,"Highly recommend for a top-quality, friendly power washing experience!"
Window cleaning and power washing,Milford PA,"Malone's Cleaning Services, LLC",4.9,174,(484) 519-0181,http://www.malonescleaning.com,8 AM Mon   (484) 519-0181,"I had the house power washed, outside windows cleaned and gutters cleaned."
Window cleaning and power washing,Hawley PA,R&R Pressure Washing & Painting,5.0,78,(570) 390-0480,http://www.rrpw.org,30 AM Mon   (570) 390-0480,Nick and Trevor showed up early and did a great job cleaning my house!!
Window cleaning and power washing,Hawley PA,Dan Wagner Window Cleaning,5.0,187,(570) 630-0326,http://danwagnerwindowcleaning.com/service-area/hawley-pa/,8 AM Mon   (570) 630-0326,The window cleaning was done very well and completed expeditiously.
Window cleaning and power washing,Hawley PA,Wash Me Power Washing,5.0,27,(570) 766-1812,http://www.washmenepa.com,8 AM Mon   (570) 766-1812,
Window cleaning and power washing,Hawley PA,Pro Clean Services NEPA,5.0,16,(570) 470-4330,http://www.procleanservicesnepa.com/about,24 hours   (570) 470-4330,They did excellent work and cleaning our windows.
Window cleaning and power washing,Tobyhanna PA,Pocono Window Cleaning LLC,5.0,7,(570) 362-4565,http://www.findglocal.com/US/Greentown/599249466611665/Pocono-Window-Cleaning-LLC,100 Brookview Ln,"They cleaned all the screens, sills, windows and even skylights!"
Window cleaning and power washing,Lehighton PA,Great Dane Power Wash,5.0,417,(570) 778-9781,http://www.chamberofcommerce.com/business-directory/pennsylvania/tamaqua/pressure-washing-service/2017172691-great-dane-power-wash,345 E Elm St,
Window cleaning and power washing,Lehighton PA,Mister Kleen Window Cleaning,5.0,3,(610) 216-6946,http://www.misterkleen.com/window-cleaning-is-a-specialty-service-that-must-be-done-correctly/,3255 Horseshoe Rd,
Window cleaning and power washing,Lehighton PA,Lux pane window cleaning,5.0,1,(929) 742-4178,http://www.luxpanewindowcleaning.com,9 AM Mon   (929) 742-4178,Lux pane window cleaners did an outstanding job!
Window cleaning and power washing,Blakeslee PA,Wet Windows LLc,5.0,142,(570) 235-8528,http://www.wetwindowsguy.com,184 Wilkes Barre Township Blvd,
Window cleaning and power washing,Blakeslee PA,Summit Soft Wash,5.0,103,(570) 243-9116,http://www.summitsoftwashpa.com,91 Patriot Cir,My house looks brand new after the pressure washing.
Window cleaning and power washing,Blakeslee PA,ProClean Pressure Washing,5.0,143,(484) 793-3554,http://procleanpw.com,24 hours   (484) 793-3554,
Window cleaning and power washing,Lake Wallenpaupack PA,Mighty Clean House Wash,5.0,289,(570) 430-0039,http://mightycleanhousewash.com,7 AM Mon   (570) 430-0039,My house looks like a brand new after Mighty Clean House Wash.
Window cleaning and power washing,Lake Wallenpaupack PA,Coligan Window Cleaning,5.0,42,(570) 229-3610,http://coliganwindowcleaning.com,6 AM Mon   (570) 229-3610,The window cleaning and power washing came out amazing.
Window cleaning and power washing,Arrowhead Lake Albrightsville PA,UpRight Power Washing LLC,5.0,22,(570) 534-1161,http://powerwashmaps.com/pressure-washing-services/upright-power-washing-llc,24 hours   (570) 534-1161,Windows and entire exterior are so clean and sparkling!
Window cleaning and power washing,Arrowhead Lake Albrightsville PA,Doyle's Professional Services LLC,5.0,24,(570) 230-4206,http://doyleproservice.com,3620 Blytheburn Rd,"Professional, courteous, priced reasonably, showed up on time,cleaned up"
Window cleaning and power washing,Bushkill Falls PA,Cleber's Window Cleaning,5.0,5,(908) 482-2492,http://www.bbb.org/us/pa/bushkill/category/window-cleaning,277 Washington St,He was on time and on point with being neat and efficient.
Window cleaning and power washing,Bushkill Falls PA,Above and Beyond Cleaning & Restoration LLC,4.9,73,(908) 343-7005,http://www.aboveandbeyondcleanllc.com,8 AM Mon   (908) 343-7005,
Window cleaning and power washing,Shawnee on Delaware PA,Total Power Wash,5.0,213,(302) 306-9632,http://totalpowerwash.com,24 hours   (302) 306-9632,... Power Wash did an excellent job on my home...porch and windows!
Window cleaning and power washing,Shawnee on Delaware PA,Pressure Brothers,5.0,506,(610) 417-7335,http://www.pressurebrothers.com/contact-us,8 AM Mon   (610) 417-7335,They also use a 2 step cleaning process and not just power washing.
Window cleaning and power washing,Camelback Resort Tannersville PA,Cal Shine Window Cleaning and Pressure Washing,5.0,82,(215) 779-5811,http://calshine.us,4895 Hansell Rd,They left my windows spotless and very clean compared to what they were.
Window cleaning and power washing,Resica Falls PA,"A&S Power Washing, LLC",5.0,49,(484) 903-3216,http://www.aspowerwash.com,8 AM Mon   (484) 903-3216,
