Category,Target Hub,Business Name,Rating,Raw Details & Contact Info,Email Address,Website URL
HVAC and plumbing emergency service,Mount Pocono PA,"ULTIMATE Plumbing, Heating, and Air Conditioning LLC",,"ULTIMATE Plumbing, Heating, and Air Conditioning LLC
ULTIMATE Plumbing, Heating, and Air Conditioning LLC
4.5(200)
HVAC contractor
Open 24 hours · (570) 580-5861

Website

Directions
 
""Made the emergency call and the technician came promptly.""",,http://www.ultimateplumbingheatingair.com/mount-pocono-pa/
HVAC and plumbing emergency service,Mount Pocono PA,Pocono Mountain Plumbing & Heating,,"Pocono Mountain Plumbing & Heating
Pocono Mountain Plumbing & Heating
4.9(49)
Plumber · 1 Meadow Ln
(570) 839-0205

Directions
 
""I called Pocono Mountain Plumbing and Heating and Bob came out quickly.""",,http://www.home8.org/PA/Swiftwater/Pocono-Mountain-Plumbing-Heating-Swiftwater/
HVAC and plumbing emergency service,Mount Pocono PA,MJF Plumbing & Heating LLC,,"MJF Plumbing & Heating LLC
MJF Plumbing & Heating LLC
4.8(96)
Plumber
Open 24 hours · (570) 580-8700

Website

Directions
 
""Helped me immensely with an after-hours emergency!""",,http://www.mjfplumbing.com
HVAC and plumbing emergency service,Mount Pocono PA,Pocono Service Pro's Plumbing Heating Electrical.,,"Pocono Service Pro's Plumbing Heating Electrical.
Pocono Service Pro's Plumbing Heating Electrical.
4.9(139)
Plumber · 256 Schlittler Rd
Open 24 hours · (570) 335-0915

Website

Directions
 
""Extremely fast service on a Saturday emergency call.""",,http://www.poconoservicepro.com
HVAC and plumbing emergency service,Mount Pocono PA,"Keiper Plumbing, Heating & Air Conditioning",,"Keiper Plumbing, Heating & Air Conditioning
Keiper Plumbing, Heating & Air Conditioning
4.9(150)
Plumber · 5204 PA-115
Open · Closes 12 AM · (570) 646-3222

Website

Directions
 
""Had an emergency on an holiday weekend and they came within an hour.""",,http://keiperplumbing.com
HVAC and plumbing emergency service,Jim Thorpe PA,E F Laudenslager Inc.,,"E F Laudenslager Inc.
Sponsored

E F Laudenslager Inc.
4.9(349)
HVAC contractor · 3545 Pennsylvania 309
Closed · Opens 8 AM Mon · (610) 395-1582

Website

Directions
 
 
Same-Day Plumbing Repairs
Need plumbing help? Call for quick, reliable service from experienced local pros.
Visit Site",,http://eflaud.com
HVAC and plumbing emergency service,Jim Thorpe PA,"Andreas Plumbing, Heating & Air Conditioning",,"Andreas Plumbing, Heating & Air Conditioning
Andreas Plumbing, Heating & Air Conditioning
4.8(2,100)
HVAC contractor ·  · 208 Memorial Drive
Open 24 hours · (610) 900-4083

Website

Directions
 
""I will be using this company in the future for my plumbing and HVAC needs.""",,http://andreasplumbing.com/service-area/jim-thorpe/
HVAC and plumbing emergency service,Jim Thorpe PA,"Shawn Kresge Services, Inc.",,"Shawn Kresge Services, Inc.
Shawn Kresge Services, Inc.
4.8(216)
HVAC contractor ·  · 908 North St
Closed · Opens 8 AM Mon · (570) 325-2773

Website

Directions
 
""Anytime I have an emergency no matter when it is they come quickly.""",,http://www.kresgeservices.com/?amp;utm_medium=organic&amp;utm_campaign=google_my_business&amp;utm_content=website_button
HVAC and plumbing emergency service,Jim Thorpe PA,Home Comfort Solutions,,"Home Comfort Solutions
Home Comfort Solutions
4.9(252)
HVAC contractor · 325 Cypress St
Open 24 hours · (484) 464-3681

Website

Directions
 
Onsite services
 

Book online",,http://www.homecomfortsolutionsllc.com/service-areas/plumbing-jim-thorpe
HVAC and plumbing emergency service,Jim Thorpe PA,Safeway Heating LLC,,"Safeway Heating LLC
Safeway Heating LLC
4.6(98)
HVAC contractor
Open 24 hours · (570) 534-5289

Website

Directions
 
""I contacted them about it and the next week it was fixed.""",,http://www.chamberofcommerce.com/business-directory/pennsylvania/summit-hill/hvac-contractor/2012617155-safeway-heating-llc
HVAC and plumbing emergency service,Jim Thorpe PA,AOK Heating Air Conditioning Electrical,,"AOK Heating Air Conditioning Electrical
AOK Heating Air Conditioning Electrical
4.9(78)
HVAC contractor · 104 E Penn St
Open 24 hours · (610) 780-7363

Website

Directions
 
Onsite services",,http://aokqualityservice.com/hvac-electrician-jim-thorpe/
HVAC and plumbing emergency service,Milford PA,Clear Choice Plumbing Inc.,,"Clear Choice Plumbing Inc.
Clear Choice Plumbing Inc.
4.9(262)
Plumber
Open 24 hours · (570) 223-3181

Website

Directions
 
""Tom and his team were so helpful when we had an emergency situation.""",,http://www.clearchoiceplumbinginc.com
HVAC and plumbing emergency service,Milford PA,John McCaslin Plumbing & Heating,,"John McCaslin Plumbing & Heating
John McCaslin Plumbing & Heating
4.9(27)
Plumber
Open · Closes 12 AM · (570) 686-3151

Website

Directions
 
""VERY responsive (he has saved my house twice from emergency situations).""",,http://www.johnmccaslinplumbingpa.com
HVAC and plumbing emergency service,Milford PA,Phoenix Plumbing LLC,,"Phoenix Plumbing LLC
Phoenix Plumbing LLC
5.0(21)
Plumber
Closed · Opens 8 AM Mon · (570) 296-2604

Website

Directions
 
""Service technician was prompt and very courteous and informative.""",,http://www.phoenixplumbingllc.com
HVAC and plumbing emergency service,Milford PA,Cold Breeze LLC,,"Cold Breeze LLC
Cold Breeze LLC
5.0(67)
HVAC contractor
Open 24 hours · (570) 618-3776

Website

Directions
 
""Matt was quick to respond and completed the repair in under an hour.""",,http://coldbreezellc.com
HVAC and plumbing emergency service,Milford PA,Elvis Electric Heating Cooling and Plumbing LLC,,"Elvis Electric Heating Cooling and Plumbing LLC
Elvis Electric Heating Cooling and Plumbing LLC
4.9(151)
HVAC contractor · 3142 William Penn Hwy
Open 24 hours · (484) 922-8588

Website

Directions
 
""Friendly and respectful team came found the problem and fixed issue quickly.""
 

Book online",,http://elvisehcp.com/about-us/
HVAC and plumbing emergency service,Hawley PA,HVAC Steve LLC,,"HVAC Steve LLC
HVAC Steve LLC
4.8(31)
HVAC contractor · Owego Turnpike
Open 24 hours · (570) 390-8783

Website

Directions
 
""He provides us with quick service and fair prices!""",,http://www.hvacstevellc.com
HVAC and plumbing emergency service,Hawley PA,"Paupack Plumbing, Heating, AC & Electric",,"Paupack Plumbing, Heating, AC & Electric
Paupack Plumbing, Heating, AC & Electric
4.6(19)
HVAC contractor · 805 Church St
Closed · Opens 7 AM Mon · (570) 226-1776

Website

Directions
 
""Paupack Plumbing and HVAC and Ryan/team were absolutely excellent.""",,http://www.strongenterprises.org
HVAC and plumbing emergency service,Hawley PA,"Reid Plumbing, Heating and Air Conditioning",,"Reid Plumbing, Heating and Air Conditioning
Reid Plumbing, Heating and Air Conditioning
4.5(8)
HVAC contractor
Closed · Opens 8 AM Mon · (570) 576-7862

Directions
 
""Shawn and his crew were amazing.""",,http://www.buildzoom.com/contractor/reid-hvac-llc
HVAC and plumbing emergency service,Hawley PA,Remarkable Plumbing and Heating,,"Remarkable Plumbing and Heating
Remarkable Plumbing and Heating
4.9(148)
Plumber
Closed · Opens 8 AM Mon · (570) 203-2540

Website

Directions
 
""... assessed my problem, gave an estimate, and made a timely repair.""",,http://www.remarkableplumbingandheating.com
HVAC and plumbing emergency service,Hawley PA,B. Lee Oil Burner Service,,"B. Lee Oil Burner Service
B. Lee Oil Burner Service
4.5(24)
Heating contractor · 213 Cromwell St
Closed · Opens 7 AM Mon · (855) 253-3627

Website

Directions
 
""Took the time to get here same day to look at our furnace.""",,http://bleeobs.com
HVAC and plumbing emergency service,Tobyhanna PA,F.A.C plumbing & heating,,"F.A.C plumbing & heating
F.A.C plumbing & heating
5.0(90)
Plumber
Open 24 hours · (570) 656-5109

Website

Directions
 
""Frank and his team are now my go to for any plumbing and HVAC needs!""",,http://fbplumbingandheating.com
HVAC and plumbing emergency service,Lehighton PA,R.F. Ohl,,"R.F. Ohl
R.F. Ohl
4.7(602)
HVAC contractor · 160 S 2nd St
Open 24 hours · (610) 377-1098

Website

Directions
 
Onsite services",,http://www.rfohl.com
HVAC and plumbing emergency service,Honesdale PA,Electric and Plumbing Services LLC,,"Electric and Plumbing Services LLC
Electric and Plumbing Services LLC
4.5(90)
Plumber · 707 Church St
Open 24 hours · (570) 230-4880

Website

Directions
 
Onsite services
·
Online estimates",,http://www.findglocal.com/US/Honesdale/2526747484241607/Electric-and-Plumbing-Services-LLC
HVAC and plumbing emergency service,Honesdale PA,L H Reed & Sons Inc,,"L H Reed & Sons Inc
L H Reed & Sons Inc
4.8(16)
Plumber · 564 Bethany Turnpike
Closed · Opens 7 AM Mon · (570) 253-0689

Website

Directions
 
""Answered all our plumbing questions!""",,http://lhreedandsonsinc.com
HVAC and plumbing emergency service,Honesdale PA,Duffy Plumbing & Heating,,"Duffy Plumbing & Heating
Duffy Plumbing & Heating
4.8(68)
Plumber · 1903 Roosevelt Hwy
Closed · Opens 7 AM Mon · (570) 470-5522

Directions
 
""They were able to fix the pipes the same day.""",,http://www.findglocal.com/US/Honesdale/691933877502918/Duffy-Plumbing-&-Heating
HVAC and plumbing emergency service,Honesdale PA,Michael Console Heating & Plumbing,,"Michael Console Heating & Plumbing
Michael Console Heating & Plumbing
3.7(9)
Heating contractor · 149 Haines School Rd
(570) 253-4514

Directions
 
""Mike figured it all out and had it all fixed and put back in, in no time.""",,http://www.consoleheatingplumbing.com
HVAC and plumbing emergency service,Honesdale PA,Donald Hiller Plumbing & Heating,,"Donald Hiller Plumbing & Heating
Donald Hiller Plumbing & Heating
3.7(14)
Heating contractor · 252 Prompton Rd
(570) 253-2485

Website

Directions
 
""I will definitely call them again if I have any issues.""",,http://hillerplumbingheating.net
HVAC and plumbing emergency service,Blakeslee PA,Mr Breeze HVAC Hot Water and Plumbing Service,,"Mr Breeze HVAC Hot Water and Plumbing Service
Mr Breeze HVAC Hot Water and Plumbing Service
4.8(21)
HVAC contractor · 116 Crescent Way
Open 24 hours · (570) 213-6908

Website

Directions
 
""They immediately identified the issue and fixed it with ease.""",,http://www.mrbreezehvacservice.com
HVAC and plumbing emergency service,Blakeslee PA,Allstate Plumbing & Well Pumps,,"Allstate Plumbing & Well Pumps
Allstate Plumbing & Well Pumps
4.9(62)
Plumber
Open 24 hours · (888) 267-5777

Website

Directions
 
""I called Allstate Plumbing and heating and kirk answered..he saved my day.""",,http://businessyab.com/explore/united_states/pennsylvania/monroe_county/tunkhannock_township/blakeslee/skyline_drive/383/allstate_plumbing_heating.html
HVAC and plumbing emergency service,Lake Ariel PA,Highpoint Mechanical HVAC LLC,,"Highpoint Mechanical HVAC LLC
Highpoint Mechanical HVAC LLC
4.9(49)
HVAC contractor · 120 Maple Ave
Open · Closes 12 AM · (570) 656-3807

Website

Directions
 
Onsite services",,http://hvacservice.io/pa/lake-ariel/highpoint-mechanical-hvac-llc
HVAC and plumbing emergency service,Lake Ariel PA,Scotty's Services Inc,,"Scotty's Services Inc
Scotty's Services Inc
4.4(37)
Heating contractor ·  · 429 Hamlin Hwy
Closed · Opens 8 AM Mon · (570) 689-0890

Website

Directions
 
""And recently they helped us out with a no hot water emergency.""",,http://scottysservices.com
HVAC and plumbing emergency service,Lake Ariel PA,Histed's Heating & Plumbing,,"Histed's Heating & Plumbing
Histed's Heating & Plumbing
4.6(9)
Heating contractor · Maple Ave
(570) 698-8797

Directions
 
""Robert called back quickly on a Saturday and arrived shortly after the call.""",,http://www.chamberofcommerce.com/business-directory/pennsylvania/lake-ariel/heating-contractor/2033270236-histed-s-heating-plumbing
HVAC and plumbing emergency service,Lake Ariel PA,Caparo’s HVAC & Plumbing,,"Caparo’s HVAC & Plumbing
Caparo’s HVAC & Plumbing
4.8(76)
HVAC contractor · 243 Hitchcock Rd
Closed · Opens 8 AM Mon · (570) 766-7799

Directions
 
""Kevin came out with-in the hour and fixed it.""",,http://www.chamberofcommerce.com/business-directory/pennsylvania/lake-ariel/hvac-contractor/2017168697-caparos-hvac-plumbing
HVAC and plumbing emergency service,Saylorsburg PA,"Affordable Comfort Contracting, Inc",,"Affordable Comfort Contracting, Inc
Affordable Comfort Contracting, Inc
4.8(205)
Plumber · 1201 Rte 115
Open 24 hours · (570) 992-2806

Website

Directions
 
Onsite services",,http://affordablecomfortinc.net
HVAC and plumbing emergency service,Saylorsburg PA,Universal Plumbing Heating & Mechanical,,"Universal Plumbing Heating & Mechanical
Universal Plumbing Heating & Mechanical
5.0(206)
Plumber
Open 24 hours · (570) 992-5868

Website

Directions
 
""Available same day for emergency service, very prompt, and knowledgeable.""
 

Book online",,http://pamasterplumber.com
HVAC and plumbing emergency service,Saylorsburg PA,"Coppola Heating, Air Conditioning and Plumbing LLC",,"Coppola Heating, Air Conditioning and Plumbing LLC
Coppola Heating, Air Conditioning and Plumbing LLC
4.9(70)
HVAC contractor · 225 Winding Way
Closed · Opens 7 AM · (570) 580-7181

Directions
 
""Came out and diagnosed and repaired the situation in under thirty minutes.""",,http://www.chamberofcommerce.com/business-directory/pennsylvania/saylorsburg/hvac-contractor/2017169792-coppola-heating-air-conditioning-and-plumbing-llc
HVAC and plumbing emergency service,Saylorsburg PA,Deluxe Plumbing & Heating,,"Deluxe Plumbing & Heating
Deluxe Plumbing & Heating
4.7(506)
HVAC contractor · 4240 Fritch Dr
Open 24 hours · (610) 628-1724

Website

Directions
 
Onsite services
·
Online estimates",,http://hallerent.com/deluxe-plumbing-and-heating/
HVAC and plumbing emergency service,Bartonsville PA,Leon Clapper Plumbing Heating & Water Conditioning,,"Leon Clapper Plumbing Heating & Water Conditioning
Leon Clapper Plumbing Heating & Water Conditioning
3.8(36)
Plumber · 425 Neyhart Rd
Open 24 hours · (570) 629-2833

Website

Directions
 
""They've been quick to act always on time and always got the job done right.""",,http://leonclapper.com
HVAC and plumbing emergency service,Bartonsville PA,iKON HVAC,,"iKON HVAC
iKON HVAC
4.8(101)
HVAC contractor
Open 24 hours · (570) 972-4845

Website

Directions
 
""Angelo and his team responded right away and were able to come out same day!""",,http://www.icon-hvac.com/category/all-products
HVAC and plumbing emergency service,Pocono Lake PA,Pocono Water Heater & Plumbing Services,,"Pocono Water Heater & Plumbing Services
Pocono Water Heater & Plumbing Services
5.0(196)
Plumber
Open 24 hours · (570) 801-2368

Website

Directions
 
""Pocono water heater was very fast and professional.""",,http://www.poconowaterheater.com
HVAC and plumbing emergency service,Albrightsville PA,Absolute Plumbing & Heating,,"Absolute Plumbing & Heating
Absolute Plumbing & Heating
4.9(33)
HVAC contractor
Closed · Opens 8:30 AM Mon · (570) 730-0823

Website

Directions
 
""They came out quickly and fixed my problem!""",,http://absoluteplumbing-heating.com/services/
HVAC and plumbing emergency service,Lake Wallenpaupack PA,"Vitale & Son Plumbing, Heating and A/C",,"Vitale & Son Plumbing, Heating and A/C
Vitale & Son Plumbing, Heating and A/C
4.9(129)
HVAC contractor
Closed · Opens 8 AM Mon · (570) 991-0991

Website

Directions
 
""He was at my door in twenty minutes and had me up and running in no time.""",,http://www.vitaleandson.com
HVAC and plumbing emergency service,Arrowhead Lake Albrightsville PA,"Hope Mechanical, LLC",,"Hope Mechanical, LLC
Hope Mechanical, LLC
4.9(410)
Plumber · 406 Hercules Dr
Closed · Opens 7 AM Mon · (610) 904-8002

Website

Directions
 
Onsite services
 

Book online",,http://plumberinboonenc.com/plumber-near-me/hope-mechanical-llc/
HVAC and plumbing emergency service,Bushkill Falls PA,Lehigh Plumbing,,"Lehigh Plumbing
Lehigh Plumbing
5.0(939)
Plumber
Closed · Opens 8 AM Mon · (610) 973-5070

Website

Directions
 
""We highly recommend them for your future plumbing and HVAC needs!""",,http://www.lehighplumbing.com
HVAC and plumbing emergency service,Blue Mountain Ski Area Palmerton PA,ABC Heating & Cooling Inc,,"ABC Heating & Cooling Inc
ABC Heating & Cooling Inc
3.5(58)
Air conditioning contractor · 1306 Riverview Dr
Closed · Opens 7 AM · (610) 760-6020

Directions
 
""Great place great Service 24 emergency service""",,http://dualtemp.com/home-services/locations/palmerton/
HVAC and plumbing emergency service,Resica Falls PA,ADR Always Done Right Services,,"ADR Always Done Right Services
ADR Always Done Right Services
5.0(31)
HVAC contractor · Decker rd, Saw Creek Estate
Open 24 hours · (732) 967-5237

Website

Directions
 
""Nick is reliable, resourceful and knowledgeable.""",,http://adralwaysdoneright.com
HVAC and plumbing emergency service,Saw Creek Estates Bushkill PA,"PTS Plumbing, Heating & Air Conditioning",,"PTS Plumbing, Heating & Air Conditioning
PTS Plumbing, Heating & Air Conditioning
4.2(33)
Plumber · 239 Shawnee Dr
Open 24 hours · (570) 236-1992

Directions
 
Onsite services",,http://www.allbiz.com/business/pts-plumbing-heating-air-conditioning-570-236-1992
HVAC and plumbing emergency service,Saw Creek Estates Bushkill PA,Taylor Group Plumbing Heating Mechanical & Sprinkler Inc.,,"Taylor Group Plumbing Heating Mechanical & Sprinkler Inc.
Taylor Group Plumbing Heating Mechanical & Sprinkler Inc.
4.0(12)
Plumber · 247 Fox Run Ln Ste 203
Open 24 hours · (570) 609-3431

Website

Directions
 
Onsite services
·
Online estimates",,http://www.chamberofcommerce.com/business-directory/pennsylvania/east-stroudsburg/plumber/2012613471-taylor-group-plumbing-heating-mechanical-sprinkler-inc
HVAC and plumbing emergency service,Saw Creek Estates Bushkill PA,All-Tech Mechanical Heating & Air Conditioning,,"All-Tech Mechanical Heating & Air Conditioning
All-Tech Mechanical Heating & Air Conditioning
4.9(266)
Heating contractor · 872 Coolbaugh Rd
Open 24 hours · (570) 223-8297

Website

Directions
 
""I had an emergency and they responded professionally and quickly.""",,http://www.alltechmech.com
HVAC and plumbing emergency service,Tanglwood Lakes Greentown PA,911 Emergency Plumbing and Heating,,"911 Emergency Plumbing and Heating
911 Emergency Plumbing and Heating
5.0(2)
Plumber
Open 24 hours · (877) 312-5754

Website

Directions",,http://www.911plumbandheat.com
HVAC and plumbing emergency service,Hemlock Farms Hawley PA,"Blitz Plumbing, Heating and Cooling",,"Blitz Plumbing, Heating and Cooling
Blitz Plumbing, Heating and Cooling
5.0(35)
HVAC contractor
Closed · Opens 7 AM · (845) 645-5013

Website

Directions
 
""He diagnosed the leak and fixed it within an hour.""",,http://blitzplumbing.com/hawley-pa/
HVAC and plumbing emergency service,Hideout Lake Ariel PA,Rinker Inc.,,"Rinker Inc.
Rinker Inc.
4.8(102)
Air conditioning contractor · 13 Mt Cobb Hwy
Closed · Opens 8 AM Mon · (570) 698-9696

Website

Directions
 
Onsite services
·
Online estimates",,http://gorinkerinc.com
Pest control services,Stroudsburg PA,Mrs. Bzzz Pest & Termite Solutions - Stroudsburg,,"Mrs. Bzzz Pest & Termite Solutions - Stroudsburg
Mrs. Bzzz Pest & Termite Solutions - Stroudsburg
4.9(179)
Pest control service · 814 Monroe St #101
Open 24 hours · (570) 431-3556

Website

Directions
 
""Definitely recommend Brendan if you’re dealing with any pest problems!""",,http://mrsbzzz.com
Pest control services,Stroudsburg PA,Ehrlich Pest Control,,"Ehrlich Pest Control
Ehrlich Pest Control
4.8(473)
Pest control service · 507 Seven Bridge Rd
Open 24 hours · (866) 864-1911

Website

Directions
 
""Always punctual and solves the pest problem.""",,http://pub-uat.jcehrlich.com/local-branches/stroudsburg-pa
Pest control services,Stroudsburg PA,A#1 Animal and Pest Control,,"A#1 Animal and Pest Control
A#1 Animal and Pest Control
3.7(9)
Pest control service · 235 Secor St
Open 24 hours · (717) 422-3916

Website

Directions
 
Onsite services
·
Online estimates",,http://animalandpestcontrol.com
Pest control services,Stroudsburg PA,Sting Operation Pest Control,,"Sting Operation Pest Control
Sting Operation Pest Control
No reviews
Pest control service · 556 Main St Ste 7
Closed · Opens 8:30 AM Mon · (570) 380-5055

Website

Directions",,http://www.stingoperationpestcontrol.com
Pest control services,Stroudsburg PA,Mr. Perfecto Extermination and Cleaning,,"Mr. Perfecto Extermination and Cleaning
Mr. Perfecto Extermination and Cleaning
5.0(29)
Pest control service · 344 Stroud Mall Road, 784 Marcy ave
Closed · Opens 9 AM Mon · (800) 311-5944

Directions",,http://pestcontrolnoblesville.com/pest-control-near-me/mr-perfecto-extermination-and-cleaning
Pest control services,Stroudsburg PA,L & L Pest Control,,"L & L Pest Control
L & L Pest Control
4.9(280)
Pest control service · 191 PA-715
Closed · Opens 9 AM Mon · (570) 992-3487

Website

Directions
 
""Excellent customer service and reliable pest control service overall!”""",,http://landlpestcontrol.com/pest-control-stroudsburg/
Pest control services,East Stroudsburg PA,Catch Them Critterz,,"Catch Them Critterz
Catch Them Critterz
4.8(25)
Animal control service · Sandlewood Dr
Closed · Opens 9 AM Mon · (570) 202-0185

Directions
 
""They were fast and helpful at solving our critter issue.""",,http://www.chamberofcommerce.com/business-directory/pennsylvania/east-stroudsburg/animal-control-service/2032304851-catch-them-critterz
Pest control services,East Stroudsburg PA,The Pest Rangers Mount Pocono: Termite and Pest Control,,"The Pest Rangers Mount Pocono: Termite and Pest Control
The Pest Rangers Mount Pocono: Termite and Pest Control
5.0(457)
Pest control service · 3324 PA-940 Ste 105
Closed · Opens 8 AM Mon · (570) 355-6060

Website

Directions
 
Online estimates
·
Onsite services not available",,http://thepestrangers.com
Pest control services,Mount Pocono PA,Green Man Exterminator Pest Control Services,,"Green Man Exterminator Pest Control Services
Green Man Exterminator Pest Control Services
4.8(29)
Pest control service · 506 Main St
Closed · Opens 9 AM Mon · (570) 851-4863

Website

Directions
 
Onsite services",,http://poconopestcontrol.com
Pest control services,Mount Pocono PA,Pocono Wildlife Control LLC,,"Pocono Wildlife Control LLC
Pocono Wildlife Control LLC
4.9(17)
Pest control service
Closed · Opens 8 AM Mon · (570) 807-4954

Website

Directions
 
""Did an excellent job and were responsive to all of our needs and questions.""",,http://poconowildlifecontrol.com
Pest control services,Jim Thorpe PA,Rest Easy Pest Control,,"Rest Easy Pest Control
Rest Easy Pest Control
No reviews
Pest control service · 733 Fairyland Rd
Closed · Opens 8 AM Mon · (908) 774-1552

Directions",,http://resteasypestcontrol.com/states/pennsylvania/carbon-county/jim-thorpe/
Pest control services,Jim Thorpe PA,Terminix,,"Terminix
Terminix
4.9(58)
Pest control service · 105 W Broad St Ste 110
Open 24 hours · (570) 551-0080

Website

Directions
 
Onsite services
·
Online estimates",,http://terminix.com
Pest control services,Jim Thorpe PA,A. D. Home Inspections LLC,,"A. D. Home Inspections LLC
A. D. Home Inspections LLC
4.9(29)
Pest control service
Closed · Opens 10 AM · (570) 467-7328

Website

Directions
 
""I was very pleased with the service and advice from AD Home inspections.""",,http://adhomeinspections.com
Pest control services,Jim Thorpe PA,LaMastra Pest and Wildlife Management LLC,,"LaMastra Pest and Wildlife Management LLC
LaMastra Pest and Wildlife Management LLC
5.0(14)
Pest control service
Closed · Opens 7 AM Mon · (484) 707-2270

Directions
 
""Max is very knowledgeable and does efficient work!!""",,http://www.chamberofcommerce.com/united-states/pennsylvania/slatington/pest-control-service/2017594470-lamastra-pest-and-wildlife-management-llc
Pest control services,Jim Thorpe PA,The Pest Rangers Lehigh Valley: Termite and Pest Control,,"The Pest Rangers Lehigh Valley: Termite and Pest Control
The Pest Rangers Lehigh Valley: Termite and Pest Control
5.0(462)
Pest control service · 1501 Sumner Ave
Closed · Opens 8 AM Mon · (610) 871-1229

Website

Directions
 
""They helped my Grandma with some infestations and cleared it up in no time!""",,http://thepestrangers.com
Pest control services,Milford PA,Pest and Wildlife Control Company,,"Pest and Wildlife Control Company
Pest and Wildlife Control Company
5.0(228)
Pest control service · 615 Sawkill Rd
Closed · Opens 6 AM Mon · (570) 431-9551

Website

Directions
 
Onsite services
·
Online estimates",,http://www.pestwildlifecontrolcompany.com/milford
Pest control services,Milford PA,PestPractice Milford,,"PestPractice Milford
PestPractice Milford
5.0(1)
Pest control service · 406 Broad St
Open 24 hours · (570) 800-2055

Website

Directions
 
Online estimates",,http://pestpa.com
Pest control services,Milford PA,Eastern Pest Management,,"Eastern Pest Management
Eastern Pest Management
5.0(2)
Pest control service
Temporarily closed · (570) 296-4222

Website

Directions",,http://easternpestdmv.com/contact-us
Pest control services,Hawley PA,Pocono Pest Control,,"Pocono Pest Control
Pocono Pest Control
5.0(3)
Pest control service · 1319 Purdytown Turnpike
Closed · Opens 8 AM Mon

Directions
 
""Rich is friendly, knows his stuff, and always answers his phone.""",,http://poconospestcontrol.com/wayne-county/hawley/
Pest control services,Hawley PA,Paupack Wildlife and Pest Control,,"Paupack Wildlife and Pest Control
Paupack Wildlife and Pest Control
4.9(28)
Pest control service ·  · 121 Gumbletown Rd
Closed · Opens 9 AM Mon · (570) 251-1544

Website

Directions
 
""Excellent service and they always go above and beyond.""
 

Book online",,http://paupackwildlifecontrol.com/pest-control/pest-control-hawley-pa/
Pest control services,Hawley PA,Nepa Exterminators,,"Nepa Exterminators
Nepa Exterminators
5.0(49)
Pest control service · 794 PA-690
Open 24 hours · (570) 955-9708

Website

Directions
 
""They did excellent work, and were very efficient.""",,http://nepaexterminators.com/site/
Pest control services,Hawley PA,Fine's Pest Control,,"Fine's Pest Control
Fine's Pest Control
5.0(47)
Pest control service · 470 Plank Rd
Closed · Opens 8 AM Mon · (570) 299-6150

Website

Directions
 
""They use natural and organic pest control products which smell good.""",,http://www.finespestcontrol.com
Pest control services,Lehighton PA,Herritt's Pest Control,,"Herritt's Pest Control
Herritt's Pest Control
4.7(18)
Pest control service · 4280 Cedar Dr
Closed · Opens 7 AM · (844) 902-2897

Website

Directions
 
""Herritt's handled it thoroughly in 1 visit, saving me me time and money!""",,http://www.herrittspestcontrol.com
Pest control services,Honesdale PA,Honesdale Wildlife Removal,,"Honesdale Wildlife Removal
Honesdale Wildlife Removal
5.0(14)
Pest control service
(570) 493-3502

Website

Directions
 
""Brandon showed up on schedule, set-up traps and checked them every morning.""",,http://honesdaleborough.com
Pest control services,Lake Ariel PA,"570 Pest and Weed Defense, LLC",,"570 Pest and Weed Defense, LLC
570 Pest and Weed Defense, LLC
5.0(18)
Pest control service · 16 Pierre Drive
Open 24 hours · (570) 614-9553

Directions
 
Online estimates",,http://www.findglocal.com/US/Moscow/673227155878457/570-Pest-and-Weed-Defense
Pest control services,Lake Ariel PA,"Forbes Pest Control, LLC",,"Forbes Pest Control, LLC
Forbes Pest Control, LLC
4.8(26)
Pest control service · 433 Whitmore Ave
Closed · Opens 8 AM Mon · (570) 906-0909

Website

Directions
 
Online estimates
·
Onsite services not available",,http://www.forbespestcontrolllc.com
Pest control services,Lake Ariel PA,Overwatch Home Inspections & Pest Control,,"Overwatch Home Inspections & Pest Control
Overwatch Home Inspections & Pest Control
4.9(152)
Pest control service
Closed · Opens 8 AM · (570) 866-0304

Website

Directions
 
Online estimates",,http://www.findglocal.com/US/Scranton/355142412114441/Overwatch-Home-Inspections-and-Pest-Control-LLC
Pest control services,Saylorsburg PA,Mountain Valley Pest Control,,"Mountain Valley Pest Control
Mountain Valley Pest Control
No reviews
Pest control service · 904 E Laurel Ave
(610) 365-2870

Website

Directions",,http://mountainvalleypest.com
Pest control services,Saylorsburg PA,A1 Wildlife Pest Control LLC,,"A1 Wildlife Pest Control LLC
A1 Wildlife Pest Control LLC
3.5(11)
Pest control service · 450 Cedar Rd
(610) 504-6156

Directions",,http://www.allbiz.com/business/a-wildlife-pest-control-llc_1P-610-504-6156
Pest control services,Tannersville PA,Seitz Bros.,,"Seitz Bros.
Seitz Bros.
4.7(40)
Pest control service · 2857 PA-611
Closed · Opens 8:30 AM Mon · (855) 548-2801

Website

Directions
 
""The technician Josh was super knowledgeable and did a great job.""",,http://www.seitzbrothers.com/contact-us/
Pest control services,Pocono Lake PA,Viking Pest Control,,"Viking Pest Control
Viking Pest Control
4.8(311)
Pest control service
Closed · Opens 8 AM · (800) 618-2847

Website

Directions
 
Online estimates",,http://www.vikingpest.com
Pest control services,Arrowhead Lake Albrightsville PA,Aspen Pest Control,,"Aspen Pest Control
Aspen Pest Control
5.0(37)
Pest control service
Closed · Opens 9 AM Mon · (570) 620-0300

Website

Directions
 
""... Aspen for anyone needing reliable pest control services!""",,http://aspenpc.com/about-us/
